Model,TBS1052C
-1.003e+00,0.1503
-1.002e+00,0.1567
-1.000e+00,0.1599
-9.984e-01,0.1639
-9.968e-01,0.1703
-9.952e-01,0.1783
-9.936e-01,0.1783
-9.920e-01,0.1783
-9.904e-01,0.1807
-9.888e-01,0.1799
-9.872e-01,0.1775
-9.856e-01,0.1759
-9.840e-01,0.1735
-9.824e-01,0.1711
-9.808e-01,0.1631
-9.792e-01,0.1551
-9.776e-01,0.1471
-9.760e-01,0.1351
-9.744e-01,0.1271
-9.728e-01,0.1127
-9.712e-01,0.0959
-9.696e-01,0.0823
-9.680e-01,0.0759
-9.664e-01,0.0743
-9.648e-01,0.0671
-9.632e-01,0.0615
-9.616e-01,0.0615
-9.600e-01,0.0639
-9.584e-01,0.0663
-9.568e-01,0.0687
-9.552e-01,0.0767
-9.536e-01,0.0823
-9.520e-01,0.0871
-9.504e-01,0.1015
-9.488e-01,0.1151
-9.472e-01,0.1311
-9.456e-01,0.1519
-9.440e-01,0.1527
-9.424e-01,0.1615
-9.408e-01,0.1695
-9.392e-01,0.1727
-9.376e-01,0.1775
-9.360e-01,0.1767
-9.344e-01,0.1759
-9.328e-01,0.1807
-9.312e-01,0.1799
-9.296e-01,0.1783
-9.280e-01,0.1791
-9.264e-01,0.1791
-9.248e-01,0.1703
-9.232e-01,0.1543
-9.216e-01,0.1535
-9.200e-01,0.1455
-9.184e-01,0.1351
-9.168e-01,0.1263
-9.152e-01,0.1191
-9.136e-01,0.1143
-9.120e-01,0.0951
-9.104e-01,0.0823
-9.088e-01,0.0783
-9.072e-01,0.0743
-9.056e-01,0.0703
-9.040e-01,0.0631
-9.024e-01,0.0615
-9.008e-01,0.0623
-8.992e-01,0.0623
-8.976e-01,0.0671
-8.960e-01,0.0799
-8.944e-01,0.0871
-8.928e-01,0.0943
-8.912e-01,0.1031
-8.896e-01,0.1175
-8.880e-01,0.1327
-8.864e-01,0.1399
-8.848e-01,0.1383
-8.832e-01,0.1527
-8.816e-01,0.1647
-8.800e-01,0.1703
-8.784e-01,0.1719
-8.768e-01,0.1711
-8.752e-01,0.1807
-8.736e-01,0.1807
-8.720e-01,0.1807
-8.704e-01,0.1799
-8.688e-01,0.1799
-8.672e-01,0.1783
-8.656e-01,0.1759
-8.640e-01,0.1767
-8.624e-01,0.1703
-8.608e-01,0.1527
-8.592e-01,0.1343
-8.576e-01,0.1311
-8.560e-01,0.1279
-8.544e-01,0.1199
-8.528e-01,0.0975
-8.512e-01,0.0927
-8.496e-01,0.0855
-8.480e-01,0.0783
-8.464e-01,0.0679
-8.448e-01,0.0615
-8.432e-01,0.0615
-8.416e-01,0.0615
-8.400e-01,0.0631
-8.384e-01,0.0751
-8.368e-01,0.0711
-8.352e-01,0.0679
-8.336e-01,0.0655
-8.320e-01,0.0711
-8.304e-01,0.0751
-8.288e-01,0.0783
-8.272e-01,0.0815
-8.256e-01,0.1023
-8.240e-01,0.1135
-8.224e-01,0.1239
-8.208e-01,0.1311
-8.192e-01,0.1383
-8.176e-01,0.1647
-8.160e-01,0.1767
-8.144e-01,0.1767
-8.128e-01,0.1783
-8.112e-01,0.1807
-8.096e-01,0.1807
-8.080e-01,0.1807
-8.064e-01,0.1767
-8.048e-01,0.1743
-8.032e-01,0.1655
-8.016e-01,0.1527
-8.000e-01,0.1551
-7.984e-01,0.1431
-7.968e-01,0.1303
-7.952e-01,0.1191
-7.936e-01,0.1175
-7.920e-01,0.1143
-7.904e-01,0.0983
-7.888e-01,0.0783
-7.872e-01,0.0767
-7.856e-01,0.0759
-7.840e-01,0.0623
-7.824e-01,0.0599
-7.808e-01,0.0615
-7.792e-01,0.0631
-7.776e-01,0.0703
-7.760e-01,0.0791
-7.744e-01,0.0887
-7.728e-01,0.0879
-7.712e-01,0.0967
-7.696e-01,0.1007
-7.680e-01,0.0983
-7.664e-01,0.1007
-7.648e-01,0.1167
-7.632e-01,0.1263
-7.616e-01,0.1415
-7.600e-01,0.1495
-7.584e-01,0.1591
-7.568e-01,0.1703
-7.552e-01,0.1743
-7.536e-01,0.1703
-7.520e-01,0.1767
-7.504e-01,0.1775
-7.488e-01,0.1799
-7.472e-01,0.1799
-7.456e-01,0.1799
-7.440e-01,0.1775
-7.424e-01,0.1703
-7.408e-01,0.1687
-7.392e-01,0.1583
-7.376e-01,0.1551
-7.360e-01,0.1495
-7.344e-01,0.1375
-7.328e-01,0.1303
-7.312e-01,0.1271
-7.296e-01,0.1215
-7.280e-01,0.1159
-7.264e-01,0.1111
-7.248e-01,0.1023
-7.232e-01,0.0943
-7.216e-01,0.0831
-7.200e-01,0.0879
-7.184e-01,0.0863
-7.168e-01,0.0791
-7.152e-01,0.0711
-7.136e-01,0.0647
-7.120e-01,0.0639
-7.104e-01,0.0623
-7.088e-01,0.0671
-7.072e-01,0.0775
-7.056e-01,0.0791
-7.040e-01,0.0783
-7.024e-01,0.0751
-7.008e-01,0.0927
-6.992e-01,0.1103
-6.976e-01,0.1223
-6.960e-01,0.1263
-6.944e-01,0.1439
-6.928e-01,0.1591
-6.912e-01,0.1615
-6.896e-01,0.1623
-6.880e-01,0.1703
-6.864e-01,0.1743
-6.848e-01,0.1791
-6.832e-01,0.1799
-6.816e-01,0.1799
-6.800e-01,0.1799
-6.784e-01,0.1783
-6.768e-01,0.1783
-6.752e-01,0.1775
-6.736e-01,0.1687
-6.720e-01,0.1591
-6.704e-01,0.1607
-6.688e-01,0.1583
-6.672e-01,0.1487
-6.656e-01,0.1423
-6.640e-01,0.1295
-6.624e-01,0.1215
-6.608e-01,0.1295
-6.592e-01,0.1127
-6.576e-01,0.1039
-6.560e-01,0.0911
-6.544e-01,0.0911
-6.528e-01,0.0807
-6.512e-01,0.0703
-6.496e-01,0.0639
-6.480e-01,0.0623
-6.464e-01,0.0623
-6.448e-01,0.0615
-6.432e-01,0.0679
-6.416e-01,0.0751
-6.400e-01,0.0807
-6.384e-01,0.0847
-6.368e-01,0.0847
-6.352e-01,0.0911
-6.336e-01,0.0983
-6.320e-01,0.1143
-6.304e-01,0.1263
-6.288e-01,0.1311
-6.272e-01,0.1303
-6.256e-01,0.1439
-6.240e-01,0.1463
-6.224e-01,0.1543
-6.208e-01,0.1567
-6.192e-01,0.1663
-6.176e-01,0.1687
-6.160e-01,0.1743
-6.144e-01,0.1759
-6.128e-01,0.1775
-6.112e-01,0.1799
-6.096e-01,0.1799
-6.080e-01,0.1783
-6.064e-01,0.1775
-6.048e-01,0.1775
-6.032e-01,0.1751
-6.016e-01,0.1719
-6.000e-01,0.1679
-5.984e-01,0.1687
-5.968e-01,0.1679
-5.952e-01,0.1687
-5.936e-01,0.1575
-5.920e-01,0.1511
-5.904e-01,0.1351
-5.888e-01,0.1287
-5.872e-01,0.1215
-5.856e-01,0.1079
-5.840e-01,0.0975
-5.824e-01,0.0935
-5.808e-01,0.0935
-5.792e-01,0.0855
-5.776e-01,0.0767
-5.760e-01,0.0663
-5.744e-01,0.0639
-5.728e-01,0.0647
-5.712e-01,0.0639
-5.696e-01,0.0631
-5.680e-01,0.0623
-5.664e-01,0.0631
-5.648e-01,0.0647
-5.632e-01,0.0663
-5.616e-01,0.0671
-5.600e-01,0.0919
-5.584e-01,0.1071
-5.568e-01,0.1199
-5.552e-01,0.1183
-5.536e-01,0.1223
-5.520e-01,0.1335
-5.504e-01,0.1455
-5.488e-01,0.1511
-5.472e-01,0.1495
-5.456e-01,0.1567
-5.440e-01,0.1623
-5.424e-01,0.1687
-5.408e-01,0.1703
-5.392e-01,0.1727
-5.376e-01,0.1791
-5.360e-01,0.1815
-5.344e-01,0.1823
-5.328e-01,0.1807
-5.312e-01,0.1807
-5.296e-01,0.1799
-5.280e-01,0.1783
-5.264e-01,0.1759
-5.248e-01,0.1751
-5.232e-01,0.1679
-5.216e-01,0.1615
-5.200e-01,0.1551
-5.184e-01,0.1519
-5.168e-01,0.1439
-5.152e-01,0.1311
-5.136e-01,0.1207
-5.120e-01,0.1143
-5.104e-01,0.1087
-5.088e-01,0.1079
-5.072e-01,0.1039
-5.056e-01,0.0943
-5.040e-01,0.0783
-5.024e-01,0.0647
-5.008e-01,0.0615
-4.992e-01,0.0607
-4.976e-01,0.0623
-4.960e-01,0.0655
-4.944e-01,0.0671
-4.928e-01,0.0687
-4.912e-01,0.0719
-4.896e-01,0.0831
-4.880e-01,0.0911
-4.864e-01,0.0967
-4.848e-01,0.0951
-4.832e-01,0.1135
-4.816e-01,0.1311
-4.800e-01,0.1383
-4.784e-01,0.1319
-4.768e-01,0.1471
-4.752e-01,0.1623
-4.736e-01,0.1703
-4.720e-01,0.1743
-4.704e-01,0.1743
-4.688e-01,0.1767
-4.672e-01,0.1775
-4.656e-01,0.1783
-4.640e-01,0.1775
-4.624e-01,0.1767
-4.608e-01,0.1751
-4.592e-01,0.1799
-4.576e-01,0.1807
-4.560e-01,0.1807
-4.544e-01,0.1807
-4.528e-01,0.1783
-4.512e-01,0.1719
-4.496e-01,0.1639
-4.480e-01,0.1663
-4.464e-01,0.1695
-4.448e-01,0.1631
-4.432e-01,0.1455
-4.416e-01,0.1287
-4.400e-01,0.1215
-4.384e-01,0.1319
-4.368e-01,0.1375
-4.352e-01,0.1311
-4.336e-01,0.1175
-4.320e-01,0.1023
-4.304e-01,0.0919
-4.288e-01,0.0823
-4.272e-01,0.0727
-4.256e-01,0.0711
-4.240e-01,0.0735
-4.224e-01,0.0687
-4.208e-01,0.0679
-4.192e-01,0.0639
-4.176e-01,0.0623
-4.160e-01,0.0623
-4.144e-01,0.0631
-4.128e-01,0.0631
-4.112e-01,0.0647
-4.096e-01,0.0703
-4.080e-01,0.0647
-4.064e-01,0.0663
-4.048e-01,0.0695
-4.032e-01,0.0727
-4.016e-01,0.0719
-4.000e-01,0.0703
-3.984e-01,0.0727
-3.968e-01,0.0887
-3.952e-01,0.0975
-3.936e-01,0.1015
-3.920e-01,0.1191
-3.904e-01,0.1447
-3.888e-01,0.1583
-3.872e-01,0.1655
-3.856e-01,0.1647
-3.840e-01,0.1703
-3.824e-01,0.1743
-3.808e-01,0.1791
-3.792e-01,0.1799
-3.776e-01,0.1807
-3.760e-01,0.1807
-3.744e-01,0.1807
-3.728e-01,0.1783
-3.712e-01,0.1783
-3.696e-01,0.1783
-3.680e-01,0.1775
-3.664e-01,0.1759
-3.648e-01,0.1751
-3.632e-01,0.1735
-3.616e-01,0.1663
-3.600e-01,0.1591
-3.584e-01,0.1535
-3.568e-01,0.1431
-3.552e-01,0.1407
-3.536e-01,0.1431
-3.520e-01,0.1431
-3.504e-01,0.1311
-3.488e-01,0.1119
-3.472e-01,0.0943
-3.456e-01,0.0895
-3.440e-01,0.0903
-3.424e-01,0.0903
-3.408e-01,0.0807
-3.392e-01,0.0783
-3.376e-01,0.0727
-3.360e-01,0.0735
-3.344e-01,0.0671
-3.328e-01,0.0631
-3.312e-01,0.0623
-3.296e-01,0.0631
-3.280e-01,0.0639
-3.264e-01,0.0647
-3.248e-01,0.0655
-3.232e-01,0.0663
-3.216e-01,0.0727
-3.200e-01,0.0831
-3.184e-01,0.0991
-3.168e-01,0.1159
-3.152e-01,0.1191
-3.136e-01,0.1327
-3.120e-01,0.1287
-3.104e-01,0.1279
-3.088e-01,0.1279
-3.072e-01,0.1391
-3.056e-01,0.1455
-3.040e-01,0.1423
-3.024e-01,0.1423
-3.008e-01,0.1495
-2.992e-01,0.1583
-2.976e-01,0.1663
-2.960e-01,0.1663
-2.944e-01,0.1695
-2.928e-01,0.1735
-2.912e-01,0.1775
-2.896e-01,0.1775
-2.880e-01,0.1767
-2.864e-01,0.1783
-2.848e-01,0.1799
-2.832e-01,0.1791
-2.816e-01,0.1791
-2.800e-01,0.1799
-2.784e-01,0.1783
-2.768e-01,0.1743
-2.752e-01,0.1727
-2.736e-01,0.1687
-2.720e-01,0.1647
-2.704e-01,0.1671
-2.688e-01,0.1663
-2.672e-01,0.1679
-2.656e-01,0.1687
-2.640e-01,0.1647
-2.624e-01,0.1607
-2.608e-01,0.1487
-2.592e-01,0.1359
-2.576e-01,0.1183
-2.560e-01,0.1151
-2.544e-01,0.1103
-2.528e-01,0.1071
-2.512e-01,0.0967
-2.496e-01,0.0871
-2.480e-01,0.0815
-2.464e-01,0.0751
-2.448e-01,0.0711
-2.432e-01,0.0663
-2.416e-01,0.0639
-2.400e-01,0.0639
-2.384e-01,0.0639
-2.368e-01,0.0647
-2.352e-01,0.0655
-2.336e-01,0.0663
-2.320e-01,0.0655
-2.304e-01,0.0671
-2.288e-01,0.0743
-2.272e-01,0.0807
-2.256e-01,0.0871
-2.240e-01,0.0935
-2.224e-01,0.0975
-2.208e-01,0.1039
-2.192e-01,0.1079
-2.176e-01,0.1167
-2.160e-01,0.1215
-2.144e-01,0.1263
-2.128e-01,0.1335
-2.112e-01,0.1407
-2.096e-01,0.1423
-2.080e-01,0.1407
-2.064e-01,0.1423
-2.048e-01,0.1511
-2.032e-01,0.1479
-2.016e-01,0.1439
-2.000e-01,0.1479
-1.984e-01,0.1591
-1.968e-01,0.1671
-1.952e-01,0.1695
-1.936e-01,0.1695
-1.920e-01,0.1759
-1.904e-01,0.1775
-1.888e-01,0.1791
-1.872e-01,0.1791
-1.856e-01,0.1799
-1.840e-01,0.1799
-1.824e-01,0.1783
-1.808e-01,0.1751
-1.792e-01,0.1759
-1.776e-01,0.1743
-1.760e-01,0.1735
-1.744e-01,0.1687
-1.728e-01,0.1631
-1.712e-01,0.1647
-1.696e-01,0.1615
-1.680e-01,0.1591
-1.664e-01,0.1551
-1.648e-01,0.1567
-1.632e-01,0.1599
-1.616e-01,0.1551
-1.600e-01,0.1503
-1.584e-01,0.1447
-1.568e-01,0.1495
-1.552e-01,0.1487
-1.536e-01,0.1375
-1.520e-01,0.1199
-1.504e-01,0.1135
-1.488e-01,0.1047
-1.472e-01,0.1055
-1.456e-01,0.0951
-1.440e-01,0.0847
-1.424e-01,0.0775
-1.408e-01,0.0743
-1.392e-01,0.0727
-1.376e-01,0.0711
-1.360e-01,0.0719
-1.344e-01,0.0687
-1.328e-01,0.0655
-1.312e-01,0.0639
-1.296e-01,0.0623
-1.280e-01,0.0615
-1.264e-01,0.0615
-1.248e-01,0.0615
-1.232e-01,0.0607
-1.216e-01,0.0623
-1.200e-01,0.0639
-1.184e-01,0.0647
-1.168e-01,0.0671
-1.152e-01,0.0703
-1.136e-01,0.0727
-1.120e-01,0.0767
-1.104e-01,0.0807
-1.088e-01,0.0935
-1.072e-01,0.0967
-1.056e-01,0.1007
-1.040e-01,0.1031
-1.024e-01,0.1055
-1.008e-01,0.1223
-9.920e-02,0.1367
-9.760e-02,0.1455
-9.600e-02,0.1487
-9.440e-02,0.1559
-9.280e-02,0.1567
-9.120e-02,0.1559
-8.960e-02,0.1551
-8.800e-02,0.1615
-8.640e-02,0.1631
-8.480e-02,0.1639
-8.320e-02,0.1655
-8.160e-02,0.1703
-8.000e-02,0.1743
-7.840e-02,0.1767
-7.680e-02,0.1775
-7.520e-02,0.1791
-7.360e-02,0.1791
-7.200e-02,0.1799
-7.040e-02,0.1807
-6.880e-02,0.1807
-6.720e-02,0.1807
-6.560e-02,0.1799
-6.400e-02,0.1791
-6.240e-02,0.1791
-6.080e-02,0.1791
-5.920e-02,0.1783
-5.760e-02,0.1767
-5.600e-02,0.1759
-5.440e-02,0.1775
-5.280e-02,0.1759
-5.120e-02,0.1687
-4.960e-02,0.1679
-4.800e-02,0.1671
-4.640e-02,0.1703
-4.480e-02,0.1703
-4.320e-02,0.1663
-4.160e-02,0.1607
-4.000e-02,0.1591
-3.840e-02,0.1535
-3.680e-02,0.1503
-3.520e-02,0.1487
-3.360e-02,0.1439
-3.200e-02,0.1383
-3.040e-02,0.1359
-2.880e-02,0.1375
-2.720e-02,0.1319
-2.560e-02,0.1231
-2.400e-02,0.1127
-2.240e-02,0.1023
-2.080e-02,0.1151
-1.920e-02,0.1191
-1.760e-02,0.1103
-1.600e-02,0.1031
-1.440e-02,0.0959
-1.280e-02,0.1015
-1.120e-02,0.1023
-9.600e-03,0.0927
-8.000e-03,0.0831
-6.400e-03,0.0775
-4.800e-03,0.0815
-3.200e-03,0.0871
-1.600e-03,0.0791
2.925e-14,0.0727
1.600e-03,0.0719
3.200e-03,0.0751
4.800e-03,0.0735
6.400e-03,0.0679
8.000e-03,0.0663
9.600e-03,0.0655
1.120e-02,0.0663
1.280e-02,0.0647
1.440e-02,0.0639
1.600e-02,0.0631
1.760e-02,0.0623
1.920e-02,0.0615
2.080e-02,0.0623
2.240e-02,0.0679
2.400e-02,0.0671
2.560e-02,0.0679
2.720e-02,0.0679
2.880e-02,0.0703
3.040e-02,0.0823
3.200e-02,0.0895
3.360e-02,0.0967
3.520e-02,0.0983
3.680e-02,0.1055
3.840e-02,0.1063
4.000e-02,0.1063
4.160e-02,0.0999
4.320e-02,0.1023
4.480e-02,0.1119
4.640e-02,0.1135
4.800e-02,0.1143
4.960e-02,0.1135
5.120e-02,0.1191
5.280e-02,0.1351
5.440e-02,0.1319
5.600e-02,0.1295
5.760e-02,0.1263
5.920e-02,0.1231
6.080e-02,0.1311
6.240e-02,0.1335
6.400e-02,0.1399
6.560e-02,0.1391
6.720e-02,0.1455
6.880e-02,0.1495
7.040e-02,0.1535
7.200e-02,0.1559
7.360e-02,0.1623
7.520e-02,0.1671
7.680e-02,0.1735
7.840e-02,0.1727
8.000e-02,0.1727
8.160e-02,0.1703
8.320e-02,0.1719
8.480e-02,0.1759
8.640e-02,0.1775
8.800e-02,0.1751
8.960e-02,0.1759
9.120e-02,0.1759
9.280e-02,0.1791
9.440e-02,0.1799
9.600e-02,0.1791
9.760e-02,0.1791
9.920e-02,0.1791
1.008e-01,0.1799
1.024e-01,0.1791
1.040e-01,0.1799
1.056e-01,0.1807
