Model,TBS1052C
-1.003e+00,0.0647
-1.002e+00,0.0671
-1.000e+00,0.0727
-9.984e-01,0.0791
-9.968e-01,0.0943
-9.952e-01,0.1007
-9.936e-01,0.0959
-9.920e-01,0.0959
-9.904e-01,0.1079
-9.888e-01,0.1255
-9.872e-01,0.1407
-9.856e-01,0.1559
-9.840e-01,0.1599
-9.824e-01,0.1695
-9.808e-01,0.1751
-9.792e-01,0.1775
-9.776e-01,0.1775
-9.760e-01,0.1799
-9.744e-01,0.1799
-9.728e-01,0.1799
-9.712e-01,0.1783
-9.696e-01,0.1783
-9.680e-01,0.1767
-9.664e-01,0.1743
-9.648e-01,0.1719
-9.632e-01,0.1703
-9.616e-01,0.1679
-9.600e-01,0.1551
-9.584e-01,0.1431
-9.568e-01,0.1287
-9.552e-01,0.1279
-9.536e-01,0.1247
-9.520e-01,0.0951
-9.504e-01,0.0751
-9.488e-01,0.0735
-9.472e-01,0.0775
-9.456e-01,0.0671
-9.440e-01,0.0631
-9.424e-01,0.0647
-9.408e-01,0.0671
-9.392e-01,0.0671
-9.376e-01,0.0719
-9.360e-01,0.0775
-9.344e-01,0.0823
-9.328e-01,0.0887
-9.312e-01,0.0887
-9.296e-01,0.1143
-9.280e-01,0.1263
-9.264e-01,0.1431
-9.248e-01,0.1519
-9.232e-01,0.1591
-9.216e-01,0.1647
-9.200e-01,0.1751
-9.184e-01,0.1767
-9.168e-01,0.1775
-9.152e-01,0.1791
-9.136e-01,0.1807
-9.120e-01,0.1807
-9.104e-01,0.1791
-9.088e-01,0.1783
-9.072e-01,0.1759
-9.056e-01,0.1671
-9.040e-01,0.1495
-9.024e-01,0.1503
-9.008e-01,0.1583
-8.992e-01,0.1511
-8.976e-01,0.1335
-8.960e-01,0.1223
-8.944e-01,0.1127
-8.928e-01,0.1015
-8.912e-01,0.0911
-8.896e-01,0.0743
-8.880e-01,0.0679
-8.864e-01,0.0687
-8.848e-01,0.0727
-8.832e-01,0.0703
-8.816e-01,0.0663
-8.800e-01,0.0647
-8.784e-01,0.0639
-8.768e-01,0.0647
-8.752e-01,0.0711
-8.736e-01,0.0879
-8.720e-01,0.0807
-8.704e-01,0.0831
-8.688e-01,0.0911
-8.672e-01,0.1103
-8.656e-01,0.1175
-8.640e-01,0.1319
-8.624e-01,0.1311
-8.608e-01,0.1495
-8.592e-01,0.1615
-8.576e-01,0.1687
-8.560e-01,0.1655
-8.544e-01,0.1639
-8.528e-01,0.1671
-8.512e-01,0.1695
-8.496e-01,0.1735
-8.480e-01,0.1767
-8.464e-01,0.1775
-8.448e-01,0.1783
-8.432e-01,0.1791
-8.416e-01,0.1759
-8.400e-01,0.1719
-8.384e-01,0.1727
-8.368e-01,0.1711
-8.352e-01,0.1583
-8.336e-01,0.1423
-8.320e-01,0.1367
-8.304e-01,0.1295
-8.288e-01,0.1127
-8.272e-01,0.0879
-8.256e-01,0.0823
-8.240e-01,0.0911
-8.224e-01,0.1007
-8.208e-01,0.0919
-8.192e-01,0.0791
-8.176e-01,0.0711
-8.160e-01,0.0687
-8.144e-01,0.0647
-8.128e-01,0.0631
-8.112e-01,0.0679
-8.096e-01,0.0735
-8.080e-01,0.0711
-8.064e-01,0.0743
-8.048e-01,0.0847
-8.032e-01,0.0983
-8.016e-01,0.1111
-8.000e-01,0.1151
-7.984e-01,0.1127
-7.968e-01,0.1207
-7.952e-01,0.1359
-7.936e-01,0.1503
-7.920e-01,0.1599
-7.904e-01,0.1623
-7.888e-01,0.1631
-7.872e-01,0.1671
-7.856e-01,0.1743
-7.840e-01,0.1791
-7.824e-01,0.1807
-7.808e-01,0.1799
-7.792e-01,0.1807
-7.776e-01,0.1767
-7.760e-01,0.1655
-7.744e-01,0.1695
-7.728e-01,0.1719
-7.712e-01,0.1663
-7.696e-01,0.1519
-7.680e-01,0.1463
-7.664e-01,0.1455
-7.648e-01,0.1383
-7.632e-01,0.1247
-7.616e-01,0.1055
-7.600e-01,0.1087
-7.584e-01,0.1215
-7.568e-01,0.1063
-7.552e-01,0.0887
-7.536e-01,0.0839
-7.520e-01,0.0831
-7.504e-01,0.0743
-7.488e-01,0.0663
-7.472e-01,0.0623
-7.456e-01,0.0615
-7.440e-01,0.0615
-7.424e-01,0.0639
-7.408e-01,0.0711
-7.392e-01,0.0759
-7.376e-01,0.0727
-7.360e-01,0.0775
-7.344e-01,0.0943
-7.328e-01,0.1103
-7.312e-01,0.1151
-7.296e-01,0.1135
-7.280e-01,0.1319
-7.264e-01,0.1487
-7.248e-01,0.1471
-7.232e-01,0.1447
-7.216e-01,0.1463
-7.200e-01,0.1607
-7.184e-01,0.1679
-7.168e-01,0.1751
-7.152e-01,0.1751
-7.136e-01,0.1767
-7.120e-01,0.1807
-7.104e-01,0.1791
-7.088e-01,0.1751
-7.072e-01,0.1711
-7.056e-01,0.1695
-7.040e-01,0.1655
-7.024e-01,0.1647
-7.008e-01,0.1655
-6.992e-01,0.1599
-6.976e-01,0.1575
-6.960e-01,0.1471
-6.944e-01,0.1279
-6.928e-01,0.1071
-6.912e-01,0.0927
-6.896e-01,0.0823
-6.880e-01,0.0775
-6.864e-01,0.0703
-6.848e-01,0.0687
-6.832e-01,0.0663
-6.816e-01,0.0655
-6.800e-01,0.0647
-6.784e-01,0.0663
-6.768e-01,0.0719
-6.752e-01,0.0751
-6.736e-01,0.0743
-6.720e-01,0.0983
-6.704e-01,0.1191
-6.688e-01,0.1191
-6.672e-01,0.1063
-6.656e-01,0.0959
-6.640e-01,0.1295
-6.624e-01,0.1527
-6.608e-01,0.1615
-6.592e-01,0.1623
-6.576e-01,0.1639
-6.560e-01,0.1703
-6.544e-01,0.1791
-6.528e-01,0.1791
-6.512e-01,0.1799
-6.496e-01,0.1799
-6.480e-01,0.1799
-6.464e-01,0.1799
-6.448e-01,0.1799
-6.432e-01,0.1799
-6.416e-01,0.1783
-6.400e-01,0.1767
-6.384e-01,0.1743
-6.368e-01,0.1679
-6.352e-01,0.1527
-6.336e-01,0.1511
-6.320e-01,0.1407
-6.304e-01,0.1343
-6.288e-01,0.1231
-6.272e-01,0.1071
-6.256e-01,0.0839
-6.240e-01,0.0839
-6.224e-01,0.0791
-6.208e-01,0.0815
-6.192e-01,0.0847
-6.176e-01,0.0855
-6.160e-01,0.0799
-6.144e-01,0.0711
-6.128e-01,0.0639
-6.112e-01,0.0647
-6.096e-01,0.0639
-6.080e-01,0.0631
-6.064e-01,0.0639
-6.048e-01,0.0647
-6.032e-01,0.0751
-6.016e-01,0.1015
-6.000e-01,0.1119
-5.984e-01,0.1031
-5.968e-01,0.0975
-5.952e-01,0.1031
-5.936e-01,0.1463
-5.920e-01,0.1623
-5.904e-01,0.1607
-5.888e-01,0.1671
-5.872e-01,0.1703
-5.856e-01,0.1735
-5.840e-01,0.1791
-5.824e-01,0.1799
-5.808e-01,0.1799
-5.792e-01,0.1807
-5.776e-01,0.1791
-5.760e-01,0.1759
-5.744e-01,0.1775
-5.728e-01,0.1775
-5.712e-01,0.1735
-5.696e-01,0.1711
-5.680e-01,0.1679
-5.664e-01,0.1583
-5.648e-01,0.1447
-5.632e-01,0.1503
-5.616e-01,0.1559
-5.600e-01,0.1527
-5.584e-01,0.1351
-5.568e-01,0.1239
-5.552e-01,0.1247
-5.536e-01,0.1239
-5.520e-01,0.1223
-5.504e-01,0.1151
-5.488e-01,0.1055
-5.472e-01,0.1063
-5.456e-01,0.0879
-5.440e-01,0.0815
-5.424e-01,0.0815
-5.408e-01,0.0791
-5.392e-01,0.0711
-5.376e-01,0.0639
-5.360e-01,0.0639
-5.344e-01,0.0647
-5.328e-01,0.0639
-5.312e-01,0.0687
-5.296e-01,0.0783
-5.280e-01,0.0823
-5.264e-01,0.0935
-5.248e-01,0.1039
-5.232e-01,0.1119
-5.216e-01,0.1247
-5.200e-01,0.1375
-5.184e-01,0.1383
-5.168e-01,0.1335
-5.152e-01,0.1383
-5.136e-01,0.1407
-5.120e-01,0.1423
-5.104e-01,0.1455
-5.088e-01,0.1503
-5.072e-01,0.1519
-5.056e-01,0.1615
-5.040e-01,0.1663
-5.024e-01,0.1775
-5.008e-01,0.1807
-4.992e-01,0.1807
-4.976e-01,0.1807
-4.960e-01,0.1799
-4.944e-01,0.1791
-4.928e-01,0.1783
-4.912e-01,0.1735
-4.896e-01,0.1655
-4.880e-01,0.1607
-4.864e-01,0.1575
-4.848e-01,0.1535
-4.832e-01,0.1511
-4.816e-01,0.1479
-4.800e-01,0.1415
-4.784e-01,0.1375
-4.768e-01,0.1215
-4.752e-01,0.1071
-4.736e-01,0.0895
-4.720e-01,0.0815
-4.704e-01,0.0863
-4.688e-01,0.0823
-4.672e-01,0.0823
-4.656e-01,0.0751
-4.640e-01,0.0727
-4.624e-01,0.0711
-4.608e-01,0.0687
-4.592e-01,0.0655
-4.576e-01,0.0631
-4.560e-01,0.0647
-4.544e-01,0.0703
-4.528e-01,0.0759
-4.512e-01,0.0831
-4.496e-01,0.0807
-4.480e-01,0.0887
-4.464e-01,0.1079
-4.448e-01,0.1151
-4.432e-01,0.1127
-4.416e-01,0.1079
-4.400e-01,0.1119
-4.384e-01,0.1287
-4.368e-01,0.1455
-4.352e-01,0.1503
-4.336e-01,0.1535
-4.320e-01,0.1567
-4.304e-01,0.1623
-4.288e-01,0.1687
-4.272e-01,0.1695
-4.256e-01,0.1743
-4.240e-01,0.1791
-4.224e-01,0.1807
-4.208e-01,0.1807
-4.192e-01,0.1807
-4.176e-01,0.1791
-4.160e-01,0.1775
-4.144e-01,0.1775
-4.128e-01,0.1759
-4.112e-01,0.1727
-4.096e-01,0.1695
-4.080e-01,0.1623
-4.064e-01,0.1623
-4.048e-01,0.1615
-4.032e-01,0.1567
-4.016e-01,0.1543
-4.000e-01,0.1551
-3.984e-01,0.1535
-3.968e-01,0.1471
-3.952e-01,0.1375
-3.936e-01,0.1343
-3.920e-01,0.1263
-3.904e-01,0.1255
-3.888e-01,0.1151
-3.872e-01,0.1047
-3.856e-01,0.0991
-3.840e-01,0.0887
-3.824e-01,0.0783
-3.808e-01,0.0687
-3.792e-01,0.0647
-3.776e-01,0.0639
-3.760e-01,0.0631
-3.744e-01,0.0631
-3.728e-01,0.0631
-3.712e-01,0.0623
-3.696e-01,0.0623
-3.680e-01,0.0631
-3.664e-01,0.0735
-3.648e-01,0.0775
-3.632e-01,0.0735
-3.616e-01,0.0735
-3.600e-01,0.0831
-3.584e-01,0.0919
-3.568e-01,0.0927
-3.552e-01,0.1007
-3.536e-01,0.1135
-3.520e-01,0.1303
-3.504e-01,0.1359
-3.488e-01,0.1343
-3.472e-01,0.1455
-3.456e-01,0.1575
-3.440e-01,0.1671
-3.424e-01,0.1687
-3.408e-01,0.1695
-3.392e-01,0.1711
-3.376e-01,0.1719
-3.360e-01,0.1719
-3.344e-01,0.1767
-3.328e-01,0.1791
-3.312e-01,0.1791
-3.296e-01,0.1799
-3.280e-01,0.1799
-3.264e-01,0.1791
-3.248e-01,0.1791
-3.232e-01,0.1799
-3.216e-01,0.1799
-3.200e-01,0.1807
-3.184e-01,0.1807
-3.168e-01,0.1799
-3.152e-01,0.1791
-3.136e-01,0.1775
-3.120e-01,0.1727
-3.104e-01,0.1711
-3.088e-01,0.1631
-3.072e-01,0.1535
-3.056e-01,0.1495
-3.040e-01,0.1407
-3.024e-01,0.1311
-3.008e-01,0.1335
-2.992e-01,0.1367
-2.976e-01,0.1335
-2.960e-01,0.1239
-2.944e-01,0.1231
-2.928e-01,0.1279
-2.912e-01,0.1247
-2.896e-01,0.1151
-2.880e-01,0.1127
-2.864e-01,0.1087
-2.848e-01,0.0951
-2.832e-01,0.0847
-2.816e-01,0.0799
-2.800e-01,0.0735
-2.784e-01,0.0727
-2.768e-01,0.0759
-2.752e-01,0.0679
-2.736e-01,0.0639
-2.720e-01,0.0647
-2.704e-01,0.0655
-2.688e-01,0.0687
-2.672e-01,0.0695
-2.656e-01,0.0711
-2.640e-01,0.0767
-2.624e-01,0.0871
-2.608e-01,0.0959
-2.592e-01,0.1031
-2.576e-01,0.1047
-2.560e-01,0.1047
-2.544e-01,0.1055
-2.528e-01,0.1143
-2.512e-01,0.1271
-2.496e-01,0.1343
-2.480e-01,0.1423
-2.464e-01,0.1487
-2.448e-01,0.1471
-2.432e-01,0.1455
-2.416e-01,0.1479
-2.400e-01,0.1471
-2.384e-01,0.1479
-2.368e-01,0.1511
-2.352e-01,0.1583
-2.336e-01,0.1663
-2.320e-01,0.1687
-2.304e-01,0.1703
-2.288e-01,0.1727
-2.272e-01,0.1783
-2.256e-01,0.1799
-2.240e-01,0.1799
-2.224e-01,0.1807
-2.208e-01,0.1799
-2.192e-01,0.1783
-2.176e-01,0.1775
-2.160e-01,0.1767
-2.144e-01,0.1783
-2.128e-01,0.1775
-2.112e-01,0.1743
-2.096e-01,0.1719
-2.080e-01,0.1719
-2.064e-01,0.1711
-2.048e-01,0.1687
-2.032e-01,0.1655
-2.016e-01,0.1671
-2.000e-01,0.1671
-1.984e-01,0.1639
-1.968e-01,0.1551
-1.952e-01,0.1431
-1.936e-01,0.1431
-1.920e-01,0.1439
-1.904e-01,0.1399
-1.888e-01,0.1351
-1.872e-01,0.1207
-1.856e-01,0.1087
-1.840e-01,0.1047
-1.824e-01,0.0967
-1.808e-01,0.0959
-1.792e-01,0.0871
-1.776e-01,0.0775
-1.760e-01,0.0719
-1.744e-01,0.0727
-1.728e-01,0.0719
-1.712e-01,0.0719
-1.696e-01,0.0719
-1.680e-01,0.0743
-1.664e-01,0.0743
-1.648e-01,0.0735
-1.632e-01,0.0743
-1.616e-01,0.0767
-1.600e-01,0.0815
-1.584e-01,0.0815
-1.568e-01,0.0767
-1.552e-01,0.0671
-1.536e-01,0.0655
-1.520e-01,0.0735
-1.504e-01,0.0807
-1.488e-01,0.0927
-1.472e-01,0.1047
-1.456e-01,0.1103
-1.440e-01,0.1135
-1.424e-01,0.1175
-1.408e-01,0.1167
-1.392e-01,0.1175
-1.376e-01,0.1159
-1.360e-01,0.1103
-1.344e-01,0.1039
-1.328e-01,0.0975
-1.312e-01,0.0983
-1.296e-01,0.1031
-1.280e-01,0.1039
-1.264e-01,0.0999
-1.248e-01,0.1023
-1.232e-01,0.1095
-1.216e-01,0.1351
-1.200e-01,0.1439
-1.184e-01,0.1503
-1.168e-01,0.1607
-1.152e-01,0.1727
-1.136e-01,0.1775
-1.120e-01,0.1783
-1.104e-01,0.1791
-1.088e-01,0.1799
-1.072e-01,0.1791
-1.056e-01,0.1791
-1.040e-01,0.1799
-1.024e-01,0.1807
-1.008e-01,0.1815
-9.920e-02,0.1807
-9.760e-02,0.1807
-9.600e-02,0.1791
-9.440e-02,0.1791
-9.280e-02,0.1791
-9.120e-02,0.1799
-8.960e-02,0.1799
-8.800e-02,0.1791
-8.640e-02,0.1775
-8.480e-02,0.1727
-8.320e-02,0.1671
-8.160e-02,0.1639
-8.000e-02,0.1591
-7.840e-02,0.1503
-7.680e-02,0.1447
-7.520e-02,0.1383
-7.360e-02,0.1335
-7.200e-02,0.1343
-7.040e-02,0.1351
-6.880e-02,0.1415
-6.720e-02,0.1447
-6.560e-02,0.1495
-6.400e-02,0.1503
-6.240e-02,0.1455
-6.080e-02,0.1471
-5.920e-02,0.1527
-5.760e-02,0.1503
-5.600e-02,0.1407
-5.440e-02,0.1271
-5.280e-02,0.1175
-5.120e-02,0.1063
-4.960e-02,0.0895
-4.800e-02,0.0767
-4.640e-02,0.0679
-4.480e-02,0.0631
-4.320e-02,0.0615
-4.160e-02,0.0623
-4.000e-02,0.0639
-3.840e-02,0.0639
-3.680e-02,0.0623
-3.520e-02,0.0623
-3.360e-02,0.0623
-3.200e-02,0.0615
-3.040e-02,0.0615
-2.880e-02,0.0607
-2.720e-02,0.0631
-2.560e-02,0.0631
-2.400e-02,0.0623
-2.240e-02,0.0639
-2.080e-02,0.0655
-1.920e-02,0.0671
-1.760e-02,0.0703
-1.600e-02,0.0727
-1.440e-02,0.0807
-1.280e-02,0.0935
-1.120e-02,0.0991
-9.600e-03,0.0999
-8.000e-03,0.1063
-6.400e-03,0.1159
-4.800e-03,0.1223
-3.200e-03,0.1215
-1.600e-03,0.1119
2.925e-14,0.1119
1.600e-03,0.1247
3.200e-03,0.1287
4.800e-03,0.1215
6.400e-03,0.1175
8.000e-03,0.1175
9.600e-03,0.1247
1.120e-02,0.1311
1.280e-02,0.1327
1.440e-02,0.1383
1.600e-02,0.1479
1.760e-02,0.1575
1.920e-02,0.1631
2.080e-02,0.1671
2.240e-02,0.1719
2.400e-02,0.1743
2.560e-02,0.1727
2.720e-02,0.1711
2.880e-02,0.1711
3.040e-02,0.1727
3.200e-02,0.1703
3.360e-02,0.1687
3.520e-02,0.1687
3.680e-02,0.1735
3.840e-02,0.1743
4.000e-02,0.1759
4.160e-02,0.1775
4.320e-02,0.1799
4.480e-02,0.1799
4.640e-02,0.1807
4.800e-02,0.1815
4.960e-02,0.1815
5.120e-02,0.1807
5.280e-02,0.1799
5.440e-02,0.1791
5.600e-02,0.1783
5.760e-02,0.1783
5.920e-02,0.1783
6.080e-02,0.1775
6.240e-02,0.1783
6.400e-02,0.1775
6.560e-02,0.1775
6.720e-02,0.1759
6.880e-02,0.1759
7.040e-02,0.1775
7.200e-02,0.1767
7.360e-02,0.1783
7.520e-02,0.1775
7.680e-02,0.1775
7.840e-02,0.1759
8.000e-02,0.1695
8.160e-02,0.1631
8.320e-02,0.1575
8.480e-02,0.1559
8.640e-02,0.1575
8.800e-02,0.1551
8.960e-02,0.1535
9.120e-02,0.1495
9.280e-02,0.1495
9.440e-02,0.1415
9.600e-02,0.1399
9.760e-02,0.1367
9.920e-02,0.1383
1.008e-01,0.1407
1.024e-01,0.1375
1.040e-01,0.1327
1.056e-01,0.1287
